"Number","Nation","Auditor","Name_of_Individual","Position_Title","Number_of_Months","Remuneration","Expenses"
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","Leon_Mandamin","Councillor",12,52733,15888
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","John_Wapioke","Councillor",11,48654,6831
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","Charlene_Mandamin","Councillor",11,54785,6078
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","Vanessa_Fedus","Councillor",1,1538,0
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","Karen_Kejick","Councillor",1,1538,0
154,"Iskatewizaagegan_No._39_Independent_First_Nation","BDO_Canada_LLP","Earl_Wapioke","Councillor",1,1538,0
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Vernon_Redsky","Council",12,53443,18367
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Herb_Greene","Council",12,51199,1195
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Preston_Greene","Council",12,49979,11056
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Tania_Bruyere","Council",12,45243,17319
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Brenda_Freel","Council",1,2848,355
155,"Shoal_Lake_#40_First_Nation","MNP_LLP","Billy_J_Wahpay","Council",1,2848,1195
156,"Wabauskang_First_Nation","MNP_LLP","Patrick_Kaminawaish","Councillor",12,58031,12226
156,"Wabauskang_First_Nation","MNP_LLP","Jo-Anne_Petiquan","Councillor",12,72049,10696
157,"Wabigoon_Lake_Ojibway_Nation","BDO_Canada_LLP","Lana_Kooshet","Councillor",6.5,21272,2616
157,"Wabigoon_Lake_Ojibway_Nation","BDO_Canada_LLP","Bill_Parenteau","Councillor",12,37524,1825
157,"Wabigoon_Lake_Ojibway_Nation","BDO_Canada_LLP","Clayton_Wetelainen","Councillor",6.5,21211,2188
157,"Wabigoon_Lake_Ojibway_Nation","BDO_Canada_LLP","Thomas_Favell","Past_Councillor",5.5,19224,7870
157,"Wabigoon_Lake_Ojibway_Nation","BDO_Canada_LLP","Ronald_Williams","Past_Councillor",5.5,21460,995
158,"Naotkamegwanning_First_Nation","BDO_Canada_LLP","Howard_Copenace","Councillor",12,16154,2341
158,"Naotkamegwanning_First_Nation","BDO_Canada_LLP","Garnet_Namaypoke","Councillor",12,30000,3618
158,"Naotkamegwanning_First_Nation","BDO_Canada_LLP","Melanie_Copenace","Councillor",12,30032,11144
158,"Naotkamegwanning_First_Nation","BDO_Canada_LLP","Ryan_White","Councillor",12,19615,5531
158,"Naotkamegwanning_First_Nation","BDO_Canada_LLP","Delores_Medicine","Councillor",12,10385,10520
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Brad_Perley","Councillor",12,36400,4333
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","David_Perley_Jr","Councillor",12,37979,7137
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Kim_Perley","Councillor",12,35750,928
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Lara_Sappier","Councillor",12,36400,4944
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Lindsay_Paul","Councillor",12,33800,134
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Paul_Pyres","Councillor",8,23350,2416
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Richard_Moulton","Councillor",12,36400,960
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Ross_Perley","Councillor",12,35483,1956
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Tim_Nicholas","Councillor",12,78310,3418
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Tina_Martin-Perley","Councillor",12,34550,2643
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Vaughn_Nicholas","Councillor",12,36400,2120
16,"Maliseet_Nation_at_Tobique","Teed_Saunders_Doyle_&_Co.","Wayne_Nicholas","Councillor",12,10400,544
160,"Alderville_First_Nation","Collins_Barrow_LLP","Pam_Crowe","Councillor",3,9066,314
160,"Alderville_First_Nation","Collins_Barrow_LLP","Wes_Marsden_Jr","Councillor",3,9066,1369
160,"Alderville_First_Nation","Collins_Barrow_LLP","Julie_Bothwell","Councillor",9,20258,5735
160,"Alderville_First_Nation","Collins_Barrow_LLP","Jody_Holmes","Councillor",9,21056,1186
160,"Alderville_First_Nation","Collins_Barrow_LLP","Angela_Smoke","Councillor",9,20258,6967
160,"Alderville_First_Nation","Collins_Barrow_LLP","Dave_Mowat","Councillor",12,29625,2918
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Ted_Coppaway","Councillor",12,11650,2480
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Jeff_Jacobs","Councillor",12,12525,1735
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Lorenzo_Whetung","Councillor",12,11950,8948
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Vanessa_Taylor","Councillor",12,10825,1317
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Keith_Knott","Councillor",12,11875,8571
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Arnold_Taylor","Councillor",12,12195,9174
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Shane_Taylor","Councillor",12,11530,6962
161,"Curve_Lake_First_Nation","Collins_Barrow_LLP","Jonas_Knott","Councillor",12,11425,923
162,"Hiawatha_First_Nation","Collins_Barrow_LLP","Brian_Cowie","Councillor",12,9600,-235
162,"Hiawatha_First_Nation","Collins_Barrow_LLP","Trisha_Shearer","Councillor",12,9600,-668
162,"Hiawatha_First_Nation","Collins_Barrow_LLP","Kirk_Edwards","Councillor",12,9600,405
162,"Hiawatha_First_Nation","Collins_Barrow_LLP","Duane_Cowie","Councillor",12,9600,2574
162,"Hiawatha_First_Nation","Collins_Barrow_LLP","Art_Vowles","Councillor",12,9600,2740
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","Daniel_Kohoko","Council_Member",12,0,4113
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","Sherry_Kohoko","Council_Member",12,0,301
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","Clifford_Meness","Council_Member",12,0,2793
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","H_Jerrow_Lavalley","Council_Member",12,0,2200
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","James_Meness","Council_Member",12,1761,550
163,"Algonquins_of_Pikwakanagan","MacKillican_&_Associates","Ronald_Bernard","Council_Member",12,0,2441
164,"Mohawks_of_the_Bay_of_Quinte","Wilkinson_&_Company_LLP","B_Brant","Council",12,31320,11874
164,"Mohawks_of_the_Bay_of_Quinte","Wilkinson_&_Company_LLP","C_E_Maracle","Council",12,31320,1019
164,"Mohawks_of_the_Bay_of_Quinte","Wilkinson_&_Company_LLP","R_Maracle","Council",8.5,21840,930
164,"Mohawks_of_the_Bay_of_Quinte","Wilkinson_&_Company_LLP","D_E_Maracle","Council",12,31320,3689
164,"Mohawks_of_the_Bay_of_Quinte","Wilkinson_&_Company_LLP","S_Lewis-den_Otter","Council",3.5,8880,879
165,"Caldwell_First_Nation","Graham_Setterington_McIntosh_Driedger_&_Hicks_LLP","Lonnie_Dodge","Councillor",12,10418,1675
165,"Caldwell_First_Nation","Graham_Setterington_McIntosh_Driedger_&_Hicks_LLP","Isabel_Lewis","Councillor",12,8425,6650
165,"Caldwell_First_Nation","Graham_Setterington_McIntosh_Driedger_&_Hicks_LLP","Janne_Peters","Councillor",12,7900,4047
165,"Caldwell_First_Nation","Graham_Setterington_McIntosh_Driedger_&_Hicks_LLP","Darryl_Van_Oirschot","Councillor",12,58774,1598
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Beverly_Deleary","Councillor",12,16625,1209.6
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","C_Darlene_Whitecalf","Councillor",12,17855,1301.42
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Arnold_A_Henry","Councillor",12,8950,1235.15
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","G_Clinton_Albert","Councillor",12,7665,546.9
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Larry_French","Councillor",12,10305,1476.3
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Betsy_Kechego","Councillor",12,10400,1774.62
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Shane_Henry","Councillor",12,10785,2418.73
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Rawleigh_Grosbeck","Councillor",12,19385,3828.81
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","George_Henry","Councillor",12,7370,2146.87
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Felicia_Huff","Councillor",12,11935,252
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Nancy_Deleary","Councillor",12,13940,2119.89
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Warren_Huff","Councillor",12,18345,1474.16
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Harley_Nicholas","Councillor",4,3675,88.2
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Evelyn_Albert","Councillor",4,3075,1452.41
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Katrina_Fisher","Councillor",4,370,0
166,"Chippewas_of_the_Thames_First_Nation","MacNeill_Edmundson","Richard_Riley","Councillor",4,3060,0
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Gord_Peters","Council",12,7664,350
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Philip_Snake","Council",12,11697,517
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Cam_Stonefish","Council",12,10149,3357
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Tracey_Whiteye","Council",12,14017,3329
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Denise_Stonefish","Council",12,7574,972
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Jody_Joseph","Council",12,1890,1108
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Diana_Cryle","Council",12,4370,186
167,"Moravian_of_the_Thames_First_Nation","Collins_Barrow_LLP","Virgil_Tobias","Council",12,1890,533
168,"Munsee_-_Delaware_Nation","Collins_Barrow_LLP","Rose_Snake","Head_Councillor",12,15965.29,846.36
168,"Munsee_-_Delaware_Nation","Collins_Barrow_LLP","Frank_Cooper","Councillor",12,23341.89,3164.9
168,"Munsee_-_Delaware_Nation","Collins_Barrow_LLP","Leander_Snake","Councillor",12,6667.71,383.64
168,"Munsee_-_Delaware_Nation","Collins_Barrow_LLP","Dean_Snake","Councillor",12,51090.95,6356.5
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Carol_Antone","Council_Member",12,49856,14192
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Levi_Antone","Council_Member",12,22334,3167
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Lorrie_Antone","Council_Member",12,27796,1360
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Lois_Cornelius","Council_Member",12,18850,271
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Grant_Doxtator","Council_Member",12,20900,2144
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Harry_Doxtator","Council_Member",12,25704,10398
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Cameron_Elijah","Council_Member",12,23800,504
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Olive_Elm","Council_Member",12,33725,8064
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Anthony_Ireland","Council_Member",12,19884,1907
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Lloyd_Ninham_Jr","Council_Member",12,20950,2052
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Laura_Phillips","Council_Member",12,27650,4860
169,"Oneida_Nation_of_the_Thames","MNP_LLP","Stephanie_Smith","Council_Member",12,20996,4759
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Tim_Paul","Councilor",12,64200,4844
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Sherri_Paul-Bartlett","Councilor",12,64200,0
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Andrea_Polchies","Councilor",12,64200,2309
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Peggy_Wright","Councilor",12,67987,9495
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Jeff_Tomah","Councilor",12,64200,0
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","James_Paul","Councilor",12,67834,1449
17,"Woodstock_First_Nation","Teed_Saunders_Doyle_&_Co.","Eric_Paul","Councilor",12,67701,392
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Alan_Jacobs","Councillor",12,10200,90
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Kennon_Johnson","Councillor",12,3275,867
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Lyle_Johnson","Councillor",12,12225,7987
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Susie_Jones","Councillor",12,5325,589
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Lorne_Loulas","Councillor",12,13075,7092
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Maxine_Nahdee","Councillor",12,10150,5051
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Virgil_Nahdee","Councillor",12,9475,8039
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Roderick_Shipman","Councillor",12,1850,0
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Ronald_Soney","Councillor",12,6675,2201
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Shirley_Tooshkenig","Councillor",12,13450,7035
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Valarie_Waboose","Councillor",12,13975,11369
170,"Walpole_Island_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Roger_Williams","Councillor",12,10900,5012
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Peter_Cloud","Councillor",12,19403,607
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Yvonne_Bressette","Councillor",12,7612,1449
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Brian_Monague","Councillor",12,9559,2876
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Marshall_George","Councillor",12,20528,8587
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Robert_Bressette_Sr","Councillor",12,12461,1845
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","L_Vince_George","Councillor",12,16357,3659
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Alvin_Wolfe","Councillor",12,7993,924
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Carmen_Rogers_Jr","Councillor",12,18306,8969
171,"Chippewas_of_Kettle_&_Stony_Point_First_Nation","BDO_Canada_LLP","Jack_Brown","Councillor",12,13187,5545
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","John_Q_Adams","Councillor",12,15289,6911
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Sherri_Crowley","Councillor",12,18029,1279
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Errnol_Gray","Councillor",12,33234,22381
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Darren_Henry","Councillor",12,14064,3876
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Phil_Maness","Councillor",12,6480,0
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Roderick_Plain","Councillor",7,8340,0
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Shawn_Plain","Councillor",12,16150,4675
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Lareina_Rising","Councillor",12,19559,6046
172,"Aamjiwnaang_First_Nation","Hazlitt_Steeves_Harris_Dunn_LLP","Ted_White","Councillor",12,14259,1907
173,"Zhiibaahaasing_First_Nation","KPMG_LLP","Melody_Antoine","Councillor",12,38553,12859
173,"Zhiibaahaasing_First_Nation","KPMG_LLP","Kevin_Mossip","Councillor",12,121398,13680
173,"Zhiibaahaasing_First_Nation","KPMG_LLP","Bobbi-Sue_Kells","Councillor",12,47886,8819
174,"Magnetawan_First_Nation","KPMG_LLP","Lloyd_Mike","Councillor",12,33343,26582
174,"Magnetawan_First_Nation","KPMG_LLP","Joanne_Dominic","Councillor",11.5,14133,12625
174,"Magnetawan_First_Nation","KPMG_LLP","Lana_Noganosh","Councillor",0.5,971,6086
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Corbiere_Robert","Councillor",12,8100,3245
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Dube_John","Councillor/Golf_Course_Manager",12,68983,10607
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Enosse_Lawrence","Councillor/Youth_Centre_Manager",12,66821,15556
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Fox_Lorraine","Councillor/WLDM_Training_Officer",12,47685,4470
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Francis_Bernadine","Councillor/OW_Case_Worker/WNH_Interim_Office_manager",12,56920,8619
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Manitowabi_Eugene_A","Councillor/Governance_Acting_Coordinator",12,12980,5598
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Manitowabi_Margaret","Councillor",12,12275,1245
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Pitawanakwat_Cecilia","Councillor",12,12350,9440
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Trudeau_Maureen","Councillor",12,8400,2887
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Wakegijig_Gladys","Councillor",12,9788,2112
175,"Wikwemikong_Unceded_Indian_Reserve","Freelandt_Caldwell_Reilly_LLP","Wassegijig_Luke","Councillor/WDC_Tourism_Coordinator/Proprietor",12,46140,20884
176,"Sheguiandah_First_Nation","KPMG_LLP","Kevin_Mishnabinjima","Councillor",8,13556,5409
176,"Sheguiandah_First_Nation","KPMG_LLP","Derek_Assiniwe","Councillor",8,7816,0
176,"Sheguiandah_First_Nation","KPMG_LLP","Jake_Ago_Neh","Councillor",8,5250,2304
176,"Sheguiandah_First_Nation","KPMG_LLP","Georgina_Thompson","Councillor",4,8400,3380
176,"Sheguiandah_First_Nation","KPMG_LLP","Jackie_Bowerman","Councillor",4,2924,876
176,"Sheguiandah_First_Nation","KPMG_LLP","Connie_Donaldson","Councillor",4,28230,1109
178,"Sheshegwaning_First_Nation","KPMG_LLP","Gregory_Sampson","Councillor",7,36505,6016
178,"Sheshegwaning_First_Nation","KPMG_LLP","Gene_Cada","Councillor",12,49656,5820
178,"Sheshegwaning_First_Nation","KPMG_LLP","Emilio_Tomaselli","Councillor",7,49055,9096
178,"Sheshegwaning_First_Nation","KPMG_LLP","Alana_Endanawas","Councillor",5,38813,6926
178,"Sheshegwaning_First_Nation","KPMG_LLP","Lance_Panamick","Councillor",5,34250,5398
178,"Sheshegwaning_First_Nation","KPMG_LLP","Albert_Cada","Councillor",12,34862,9340
179,"Sagamok_Anishnawbek","KPMG_LLP","Hardisty_Jacey","Councillor",12,16400,2845
179,"Sagamok_Anishnawbek","KPMG_LLP","Jones_Roger","Councillor",12,19498,12646
179,"Sagamok_Anishnawbek","KPMG_LLP","Owl_Brian_J","Councillor",12,17300,1284
179,"Sagamok_Anishnawbek","KPMG_LLP","Ozawanimke_Alan","Councillor",12,17025,2620
179,"Sagamok_Anishnawbek","KPMG_LLP","Solomon_Lawrence_Sr","Councillor",12,18461,14445
179,"Sagamok_Anishnawbek","KPMG_LLP","Southwind_Edward","Councillor",12,17725,1627
179,"Sagamok_Anishnawbek","KPMG_LLP","Southwind_Orion_Sr","Councillor",12,16050,855
179,"Sagamok_Anishnawbek","KPMG_LLP","Toulouse_Angus","Councillor",12,45600,9831
179,"Sagamok_Anishnawbek","KPMG_LLP","Toulouse_Kenneth","Councillor",12,17625,12177
179,"Sagamok_Anishnawbek","KPMG_LLP","Toulouse_Michelle","Councillor",12,17675,3089
179,"Sagamok_Anishnawbek","KPMG_LLP","Toulouse_Nelson","Councillor",12,15350,5607
179,"Sagamok_Anishnawbek","KPMG_LLP","Trudeau_Mary_Ann","Councillor",12,16100,991
18,"Acadia_First_Nation","Grant_Thornton_LLP","Darlene_Coulton","Council",12,92000,19666
18,"Acadia_First_Nation","Grant_Thornton_LLP","Charmaine_Stevens","Council",12,80000,9117
18,"Acadia_First_Nation","Grant_Thornton_LLP","Michael_Paul","Council",12,80000,13000
18,"Acadia_First_Nation","Grant_Thornton_LLP","Thomas_Pictou","Council",12,80000,15738
18,"Acadia_First_Nation","Grant_Thornton_LLP","Debra_Wentzell","Council",12,80000,6224
18,"Acadia_First_Nation","Grant_Thornton_LLP","Andrew_Francis","Council",12,80000,10536
18,"Acadia_First_Nation","Grant_Thornton_LLP","Todd_Labrador","Council",7,94967,10180
18,"Acadia_First_Nation","Grant_Thornton_LLP","Jeff_Purdy","Council",12,80000,0
18,"Acadia_First_Nation","Grant_Thornton_LLP","Ed_Benham","Council",12,0,0
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","T_Abotossaway","Councillor",12,6250,3784
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","R_Corbiere","Councillor",12,6250,4131
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","D_Madahbee","Councillor",12,6250,3652
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","M_Assinewai","Councillor",12,6500,5054
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","K_McGraw-Shokan","Councillor",12,6250,4340
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","S_Madahbee","Councillor",12,6250,6084
180,"Aundeck-Omni-Kaning","Freelandt_Caldwell_Reilly_LLP","M_Abotossaway","Councillor",12,6250,3344
181,"M'Chigeeng_First_Nation","KPMG_LLP","Brian_Bisson","Councillor",12,8400,983
